referenced_tweets/0/type,referenced_tweets/0/id,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,reply_settings,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,in_reply_to_user_id,geo/place_id,id,conversation_id,lang,author_id,created_at,text,possibly_sensitive,source,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,attachments/media_keys/0,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,entities/annotations/5/start,entities/annotations/5/end,entities/annotations/5/probability,entities/annotations/5/type,entities/annotations/5/normalized_text,context_annotations/0/entity/description,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/1/entity/description,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag,entities/hashtags/8/start,entities/hashtags/8/end,entities/hashtags/8/tag,entities/hashtags/9/start,entities/hashtags/9/end,entities/hashtags/9/tag,entities/hashtags/10/start,entities/hashtags/10/end,entities/hashtags/10/tag,entities/hashtags/11/start,entities/hashtags/11/end,entities/hashtags/11/tag,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,attachments/media_keys/1,entities/urls/0/images/0/url,entities/urls/0/images/0/width,entities/urls/0/images/0/height,entities/urls/0/images/1/url,entities/urls/0/images/1/width,entities/urls/0/images/1/height,entities/urls/0/status,entities/urls/0/title,entities/urls/0/description,entities/urls/0/unwound_url,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/mentions/10/start,entities/mentions/10/end,entities/mentions/10/username,entities/mentions/11/start,entities/mentions/11/end,entities/mentions/11/username,entities/mentions/12/start,entities/mentions/12/end,entities/mentions/12/username,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,entities/mentions/13/start,entities/mentions/13/end,entities/mentions/13/username,entities/mentions/14/start,entities/mentions/14/end,entities/mentions/14/username,entities/mentions/15/start,entities/mentions/15/end,entities/mentions/15/username,entities/mentions/16/start,entities/mentions/16/end,entities/mentions/16/username,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,attachments/media_keys/2,attachments/media_keys/3,context_annotations/2/entity/description,context_annotations/3/entity/description,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/4/entity/description
,,0,0,0,0,everyone,0,9,servicio,,,,,,,3327379871,00ec4c32070f5076,"1,38639165878734E+018","1,38639165878734E+018",es,"9,00387179670778E+017",2021-04-25T18:48:24+00:00,@Servicio publico se necesita con urgencia el siguiente medicamento para dos hermanitas hospitalizadas por síndrome inflamatorio por covid. Si alguien lo puede donar se le agradece infinita mente . Gracias https://t.co/0jIWAZnjsF,True,Twitter for iPhone,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,206,229,https://t.co/0jIWAZnjsF,https://twitter.com/OlgaMsp/status/1386391658787336193/photo/1,pic.twitter.com/0jIWAZnjsF,,,,,,,,,,,,,,,,,,,"3,13863916453951E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,229,https://t.co/0jIWAZnjsF,https://twitter.com/OlgaMsp/status/1386391658787336193/photo/1,pic.twitter.com/0jIWAZnjsF,"3,13863916454243E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,"1,38627755778868E+018",16,2,6,0,everyone,,,,,,,,,,,007d375579cdad52,"1,38628171501496E+018","1,38628171501496E+018",es,408444783,2021-04-25T11:31:31+00:00,"Alegría? Alegría tienen ustedes, porque el pueblo que diariamente debe usar la chatarra de unidades de servicio de Cooperativas del Transporte público, el cual por culpa de su incompetencia, cobran y hacen lo que les da la gana, no, una anarquía es el transporte público. https://t.co/rWmiq7bSVE",False,Twitter for Android,,,,,,272,295,https://t.co/rWmiq7bSVE,https://twitter.com/TransporteGobVe/status/1386277557788680194,twitter.com/TransporteGobV…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,008eb02a542ac3d4,"1,38617710960179E+018","1,38617710960179E+018",es,108647424,2021-04-25T04:35:51+00:00,Servicio público https://t.co/PtS5HYnnuO,False,Twitter for Android,,,,,,17,40,https://t.co/PtS5HYnnuO,https://twitter.com/misscris_is/status/1386079025056071686,twitter.com/misscris_is/st…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,"1,38542874237021E+018",0,1,1,0,everyone,0,14,KleinBulanger,15,27,pamelixious,,,,"1,19839420842971E+018",01be351754bcbe13,"1,38542889986624E+018","1,38541957140707E+018",es,106189452,2021-04-23T03:02:44+00:00,"@KleinBulanger @pamelixious Ay ayúdenme con mi servicio público Amis, ¿si va?",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,"1,38540648058153E+018",1,0,0,0,everyone,0,7,ydbc20,,,,,,,71862428,01be351754bcbe13,"1,38540730511039E+018","1,38540648058153E+018",es,106189452,2021-04-23T01:36:55+00:00,@ydbc20 S.O.S SERVICIO PÚBLICO JAJAJAJ,False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,"1,38496893458417E+018",4,0,1,0,everyone,42,56,johanitakenpo,,,,,,,,00eacd9e4c340449,"1,38498034394673E+018","1,38498034394673E+018",es,"1,36355800997732E+018",2021-04-21T21:20:20+00:00,"#21Abr Trabajando sin pausa, la alcaldesa @johanitakenpo, para surtir a la comunidad de El Tierral Metropolitano con servicio público más vital: el agua
#YoDefiendoHaciendo
#PrevenirPorLaVida https://t.co/X30pEfDrg0",False,Twitter for Android,,,,,,192,215,https://t.co/X30pEfDrg0,https://twitter.com/johanitakenpo/status/1384968934584168452,twitter.com/johanitakenpo/…,0,6,21Abr,153,172,YoDefiendoHaciendo,173,191,PrevenirPorLaVida,,,,,,,,,,,88,111,0.8201,Place,El Tierral Metropolitano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,"1,38463739911276E+018",1,1,1,0,everyone,,,,,,,,,,,008eb02a542ac3d4,"1,38483664913421E+018","1,38483664913421E+018",es,108647424,2021-04-21T11:49:20+00:00,Servicio público https://t.co/8sVWBpVA7g,False,Twitter for Android,,,,,,17,40,https://t.co/8sVWBpVA7g,https://twitter.com/susygon00/status/1384637399112761349,twitter.com/susygon00/stat…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,"1,38420922619353E+018",0,0,1,0,everyone,,,,,,,,,,,008eb02a542ac3d4,"1,38430504372201E+018","1,38430504372201E+018",es,108647424,2021-04-20T00:36:56+00:00,Servicio público https://t.co/0OOCSu3ao2,False,Twitter for Android,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,17,40,https://t.co/0OOCSu3ao2,https://twitter.com/EspicaDeMar/status/1384209226193530883,twitter.com/EspicaDeMar/st…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,0,5,0,everyone,,,,,,,,,,,015d19216c749864,"1,3842171385383E+018","1,3842171385383E+018",es,201799501,2021-04-19T18:47:37+00:00,"URGENTE Servicio público *APOYEMOS A ALDA FRANCISCA RONDON*

La Sra. Alda Francisca Rondón presenta COVID-19, requiere de nuestro apoyo para hospitalización, equipos, exámenes y medicinas.

Lee más aquí https://t.co/7s4gk7qWt5 Dios los bendiga y gracias! Unión y solidaridad! https://t.co/3Hcz5ju1of",False,Twitter for Android,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,203,226,https://t.co/7s4gk7qWt5,https://gofund.me/cb01bacc,gofund.me/cb01bacc,,,,,,,,,,,,,,,,,,,"3,13842171356233E+019",37,57,0.6264,Person,ALDA FRANCISCA RONDON,69,89,0.9317,Person,Alda Francisca Rondón,227,230,0.5929,Other,Dios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276,299,https://t.co/3Hcz5ju1of,https://twitter.com/angelalvarezgil/status/1384217138538303498/photo/1,pic.twitter.com/3Hcz5ju1of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,"1,38376163621368E+018",0,0,1,0,everyone,,,,,,,,,,,008eb02a542ac3d4,"1,38380595037349E+018","1,38380595037349E+018",es,108647424,2021-04-18T15:33:43+00:00,Servicio público https://t.co/KIpvHpfhhp,False,Twitter for Android,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,17,40,https://t.co/KIpvHpfhhp,https://twitter.com/GG_Cardona/status/1383761636213678084,twitter.com/GG_Cardona/sta…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,200,10,43,2,everyone,,,,,,,,,,,01a73d6169f504ac,"1,38352382717966E+018","1,38352382717966E+018",es,83521740,2021-04-17T20:52:39+00:00,"SERVICIO PÚBLICO: mi familia necesita comprar un Oxímetro en Barcelona, Anzoátegui. Alguna tienda que lo venda y lo lleve a domicilio? Me ayudan? Gracias.",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,69,0.9874,Place,Barcelona,72,81,911,Place,Anzoátegui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,"1,38337113907902E+018",0,0,1,0,everyone,,,,,,,,,,,01e362a74d6611bc,"1,38339557147445E+018","1,38339557147445E+018",es,2174718048,2021-04-17T12:23:01+00:00,"Sí esta persona fuera Alcalde en Puerto Ayacucho (Amazonas) estaría bien ocupado inaugurando unos 20 o 30 pozos profundos  que diariamente la gente hacen de manera particular para abastecer sus casas, ya que el servicio público de agua potable aquí no existe. ¡Que notición ésta! https://t.co/vw6npn6HfU",False,Twitter for Android,,,,,,280,303,https://t.co/vw6npn6HfU,https://twitter.com/RCR750/status/1383371139079016448,twitter.com/RCR750/status/…,,,,,,,,,,,,,,,,,,,,33,47,0.9328,Place,Puerto Ayacucho,50,57,0.8767,Place,Amazonas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,69,0,20,0,everyone,,,,,,,,,,,01a73d6169f504ac,"1,38279223533968E+018","1,38279223533968E+018",es,83521740,2021-04-15T20:25:34+00:00,"Servicio Público: nuestra buena amiga, la Dra Mariela Carima está hospitalizada en Maturín estado Monagas y necesita nuestra ayuda. https://t.co/mUqKUiErge",False,Twitter for Android,,,,,,132,155,https://t.co/mUqKUiErge,https://twitter.com/GustavoAzocarA/status/1382792235339677696/photo/1,pic.twitter.com/mUqKUiErge,,,,,,,,,,,,,,,,,,,"3,13827922309356E+019",42,59,0.5194,Person,Dra Mariela Carima,83,89,954,Place,Maturín,98,104,0.7365,Place,Monagas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,5,0,2,0,everyone,,,,,,,,,,,01a73d6169f504ac,"1,38279189015261E+018","1,38279189015261E+018",es,83521740,2021-04-15T20:24:12+00:00,Servicio Público: la colega periodista y gran amiga Pilar Guerra necesita de todo nuestro apoyo. https://t.co/FITD90HiSN,False,Twitter for Android,,,,,,97,120,https://t.co/FITD90HiSN,https://twitter.com/GustavoAzocarA/status/1382791890152607750/photo/1,pic.twitter.com/FITD90HiSN,,,,,,,,,,,,,,,,,,,"3,13827918803296E+019",52,63,0.8169,Person,Pilar Guerra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,007d375579cdad52,"1,38269567614493E+018","1,38269567614493E+018",es,"1,012350880644E+018",2021-04-15T14:01:53+00:00,"Ay amigos con mucha pena envío este servicio público de ayuda, pero los gastos de esta enfermedad son muchos y de todo corazón les pido un granito de arena con lo que me puedan ayudar. Hasta con enviar la imagen es bastante ayuda...  De verdad que de todo corazón muchas gracias. https://t.co/g4q2VCVdFn",False,Twitter for Android,,,,,,280,303,https://t.co/g4q2VCVdFn,https://twitter.com/VctorBaptista2/status/1382695676144934922/photo/1,pic.twitter.com/g4q2VCVdFn,,,,,,,,,,,,,,,,,,,"3,13826956735445E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,0,0,0,everyone,,,,,,,,,,,01be351754bcbe13,"1,3826790954111E+018","1,3826790954111E+018",es,68455713,2021-04-15T12:55:59+00:00,Servicio Público para la Sra Beatriz. Caso totalmente verificado es vecina y amiga #Zulia #maracaibo https://t.co/w9IIcEq8xS,False,Twitter for Android,,,,,,101,124,https://t.co/w9IIcEq8xS,https://twitter.com/marjoriecristi/status/1382679095411101696/photo/1,pic.twitter.com/w9IIcEq8xS,83,89,Zulia,90,100,maracaibo,,,,,,,,,,,,,"3,13826790897404E+019",25,35,0.3998,Person,Sra Beatriz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,4,1,10,0,everyone,,,,,,,,,,,01a74227630d48a8,"1,38235777666037E+018","1,38235777666037E+018",es,"7,32690321973359E+017",2021-04-14T15:39:11+00:00,"En 4 años como gobernador del estado Bolívar, Justo Noguera, no puede exhibir como obra de su mandato, ni un dispensario rural, un liceo,  kinder, hospital o servicio público mejorado, por lo inútil de su gestión, podemos decir que ha sido un bueno para nada.",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,43,0.6604,Place,Bolívar,46,58,0.4736,Person,Justo Noguera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,"1,38195953382058E+018",0,0,0,0,everyone,18,32,HidroCapital2,,,,,,,,008eb02a542ac3d4,"1,38196880183977E+018","1,38196880183977E+018",es,111454298,2021-04-13T13:53:32+00:00,"URGENTE llamado a @HidroCapital2! ""Servicio Público"" ! https://t.co/brW6pAti9G",False,Twitter for Android,,,,,,55,78,https://t.co/brW6pAti9G,https://twitter.com/asopraes/status/1381959533820579843,twitter.com/asopraes/statu…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8,1,13,3,everyone,222,234,AGuerreros2,235,251,SomosGuarenas8D,252,264,luiscarPSUV,,01c93e351e3122fb,"1,38194445996172E+018","1,38194445996172E+018",es,2463651426,2021-04-13T12:16:49+00:00,"Crítica la situación del transporte público para los casarapeños que intentan subir hacia #Caracas

Horas de plantón tienen que hacer para subirse a las pocas unidades habilitadas por las líneas ""que prestan el servicio""

@AGuerreros2 @SomosGuarenas8D @luiscarPSUV @NicolasMaduro https://t.co/O57CbeCcZZ",False,Twitter for Android,10,Person,Named people in the world like Nelson Mandela,"8,39575776999584E+017",Nicolás Maduro,280,303,https://t.co/O57CbeCcZZ,https://twitter.com/Nestor1Ramirez/status/1381944459961716741/photo/1,pic.twitter.com/O57CbeCcZZ,90,98,Caracas,,,,,,,,,,265,279,NicolasMaduro,,,,"3,13819444544798E+019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,President of Venezuela Nicolás Maduro,35,Politician,"Politicians in the world, like Joe Biden","8,39575776999584E+017",Nicolás Maduro,President of Venezuela Nicolás Maduro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,25,0,7,0,everyone,40,55,FrankVillafane,,,,,,,,012af435641420c7,"1,38174152555039E+018","1,38174152555039E+018",es,134597815,2021-04-12T22:50:25+00:00,"Servicio público urgente, para paciente @frankvillafane se encuentra hospitalizado en el Hospital Carabobo y requiere con urgencia ser traslado a una Unidad de Cuidados Intensivos y el siguiente medicamento, pedimos apoyo a la sociedad y a las autoridades. Naguanagua Carabobo.",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,105,0.8747,Place,Hospital Carabobo,160,178,0.3649,Place,Cuidados Intensivos,257,275,0.7732,Place,Naguanagua Carabobo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
replied_to,"1,38163079356763E+018",8,0,2,0,everyone,0,15,RNVinformativa,34,49,RNVinformativa,,,,2204993772,008eb02a542ac3d4,"1,38163178798672E+018","1,38163079356763E+018",es,"1,27077300546408E+018",2021-04-12T15:34:22+00:00,"@RNVinformativa La voz oficial de @RNVinformativa por muchos años. Un gran profesional. Vamos a sumarnos a este servicio público, a esta solicitud de apoyo 🙏",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,0,0,everyone,,,,,,,,,,,008eb02a542ac3d4,"1,38160755505562E+018","1,38160755505562E+018",es,108647424,2021-04-12T13:58:04+00:00,Servicio público https://t.co/knerS1Hcyd,False,Twitter for Android,,,,,,17,40,https://t.co/knerS1Hcyd,https://twitter.com/abogvero/status/1381546689509662722,twitter.com/abogvero/statu…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,"1,38117744072741E+018",0,0,0,0,everyone,,,,,,,,,,,00a11a425a70c892,"1,38118413344403E+018","1,38118413344403E+018",es,"1,2230128249491E+018",2021-04-11T09:55:33+00:00,"Otro ejemplo más de que los medios no son más que los instrumentos de comunicación al servicio exclusivo de sus patrones neoliberales para confundir, mentir, desviar la atención del público y apalancar a sus pagadores. https://t.co/N5qlsdvMEm",False,Twitter for Android,,,,,,219,242,https://t.co/N5qlsdvMEm,https://twitter.com/nefeerr/status/1381177440727412737,twitter.com/nefeerr/status…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,"1,38090329350173E+018",0,0,0,0,everyone,,,,,,,,,,,01be351754bcbe13,"1,38093076155822E+018","1,38093076155822E+018",es,106189452,2021-04-10T17:08:44+00:00,SERVICIO PÚBLICO https://t.co/YFYRxWCCmW,False,Twitter for Android,,,,,,17,40,https://t.co/YFYRxWCCmW,https://twitter.com/ydbc20/status/1380903293501726720,twitter.com/ydbc20/status/…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,3,1,2,0,everyone,22,36,RGarciaMarvez,92,105,ClinicLavina,,,,,0044180c6370cf09,"1,38089753677335E+018","1,38089753677335E+018",es,50207358,2021-04-10T14:56:43+00:00,"Rafael García Marvez (@RGarciaMarvez) twitteó: IMPORTANTE SERVICIO PÚBLICO: En Policlínico, @ClinicLavina de Valencia,exámenes de laboratorios tienen hasta + de 50 % descuento. Gesto q debe ser imitado por los laboratorios del país. Las cosas buenas merecen el reconocimiento",False,Twitter for Android,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,0.7534,Person,Rafael García Marvez,79,89,0.7006,Place,Policlínico,109,116,0.8753,Place,Valencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quoted,"1,3806267856547E+018",2,0,2,0,everyone,,,,,,,,,,,01f090006f05e39c,"1,38072372065064E+018","1,38072372065064E+018",es,139160872,2021-04-10T03:26:02+00:00,Esto es también un servicio público: Cuidarnos y Atendernos a tiempo debe ser una meta social. https://t.co/ejI1KyD8gf,False,Twitter for Android,,,,,,95,118,https://t.co/ejI1KyD8gf,https://twitter.com/Jescalonas/status/1380626785654702082,twitter.com/Jescalonas/sta…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
